formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5522-4599-2721-2519-68,5522-4599-2721-2519-68,RT :   PC Puzzle: Converting to a religion of peace leading to violence?,racism,1,@PeterTownsend7,#ISIS #Islam,http://t.co/TBJUsaeMUH http://t.co/G4xOh…
5644-6109-3821-5009-92,5644-6109-3821-5009-92,Go read about the history of Algebra. The few small contributions from Mus came from conquered ppl,racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5682-7286-0159-9800-32,5682-7286-0159-9800-32,"The peaceful Q verses are pre Medina, Mecca verses when Mohammed had little power and was endangered.",racism,1,@UmarFarooq_ @FaheemHus @jackmjenkins,,
5670-3206-0317-9420-16,5670-3206-0317-9420-16,"Islam was made for stupid, violent, lying, criminal, useless thugs and you fill the bill exactly.",racism,1,@watan71969 @s_rsantorini630 @pari_passu,,
5648-8603-4102-4890-24,5648-8603-4102-4890-24,"And west killed the guy who killed the 6 million Jews. In Muslim world, Hitler was hero.",racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5551-5472-8653-2999-68,5551-5472-8653-2999-68,Do the trolls at Salon know that the prophet Mohammed was a caravan robber?  They don't.,racism,1,@Salon @TheMuslimGuy,#Islam,
5530-0656-4466-8890-24,5530-0656-4466-8890-24,"No, Islam declared war on all humanity 1400 years ago.",racism,1,@RiosJose559,,
5766-2888-2696-1180-16,5766-2888-2696-1180-16,Load of BS. Their numbers fell steadily since then. And you're still too stupid to see that doesn't change ratios.,racism,1,@dankmtl,,
5723-4149-8827-5219-84,5723-4149-8827-5219-84,Drasko they didn't cook half a bird you idiot,racism,1,,#mkr,
5594-4431-3969-7950-08,5594-4431-3969-7950-08,You will see that loss of men and weapons accelerate land loss in the next few months. The Kurds are on the Mosul doorstep.,racism,1,@LifeInKhilafah,,
5678-2744-5484-6590-08,5678-2744-5484-6590-08,"As long as the Middle East is in the grip of , there will never be such a thing as an Arab Spring.",racism,1,,#Islam #Syria #Libya #Yemen #Iraq #Egypt,
5767-5030-9470-4010-24,5767-5030-9470-4010-24,71 Christian churches looted and burned by Muslim mobs.,racism,1,@AAlwuhaib1977,,http://t.co/xeGlOFsNWJ
5750-4355-6361-9489-92,5750-4355-6361-9489-92,Islamophobia is like Naziphobia. There is no such thing.,racism,1,@Kaya786,,
5749-4798-9271-1509-76,5749-4798-9271-1509-76,"RT : RT: The true history of  and Slavery 

MUST SEE",racism,1,@lajouetreine @UnPoliticalPrty,#Islam #PJNET,http://t.co/UFJt3iAzzw
5595-5936-6433-4560-00,5595-5936-6433-4560-00,"Islam, on the other hand fights to take away people's freedom and force them to obey an imaginary terrorist god.",racism,1,@LifeInKhilafah,,
5561-7158-5782-9479-68,5561-7158-5782-9479-68,I haven't seen Jews go on killing rampage against holocaust deniers. Violence is Islam's answer to everything,racism,1,@essel1,,http://t.co/VmKNWn1aW4
5528-8834-6767-1589-76,5528-8834-6767-1589-76,When does freedom of speech not insult someone.  Why should a hate filled religion be excluded?,racism,1,@ldstarr18 @AC360,,http://t.co/srvMUIMFBC
5764-5360-0534-1390-08,5764-5360-0534-1390-08,"Outside the Israel conflict, Hamas still beheads gays, does honor killings, throws opponents off roofs",racism,1,@PhilipMills8 @PsychBarakat @jncatron,,
5572-5341-3784-6780-16,5572-5341-3784-6780-16,As would I.  But of course many Muslims live under theocracy. And where they are minorities they try to creep up to it.,racism,1,@PoliticalAnt,,
5532-0950-1168-3160-32,5532-0950-1168-3160-32,Islam cannot forbid anything.  It is a sick cult with no power under the law.,racism,1,@deafgirl1,,
5659-0464-0454-0380-16,5659-0464-0454-0380-16,Too bad the Caliphate is too stupid to create it's own twitter. Madrassas only produce morons.,racism,1,@AbiAlbaraaShami @mir576607189,,
5754-6776-8805-3920-00,5754-6776-8805-3920-00,Not only them. Mohammed ejected the other 2 Jewish tribes from Medina and later slaughtered them at Khybar.,racism,1,@harmlesstree2 @MaxBlumenthal,,
5653-0781-1371-1680-00,5653-0781-1371-1680-00,"Yes, if we just sit on our butts and let them murder and enslave Ezidis and Christians, ...",racism,1,@KenIsaacs1 @RaymondArroyo @DavidLimbaugh @AP,,
5748-9057-9038-8590-08,5748-9057-9038-8590-08,"Yes, let's try to fool people into believing a lie - that  is a religion of peace.",racism,1,@TeleGardening @kzaal,#Islam,
5752-8918-9220-0039-68,5752-8918-9220-0039-68,Half of Saudi women are beaten at home because the Quran permits it.,racism,1,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws,,
5646-0302-6321-5879-68,5646-0302-6321-5879-68,What an incredible piece of garbage.  The Muslims crusaded against the Christians 400 years before Christian crusades.,racism,1,@HuffPostRelig,,
5740-0331-7606-4780-16,5740-0331-7606-4780-16,Islamophobia - fear of this.,racism,1,@MaxBlumenthal,,http://t.co/Ky1NQPNlYb
5660-7481-3769-1870-08,5660-7481-3769-1870-08,Sharia law is far more evil than outlawing a few vices. Here.,racism,1,@suzanneblueblue @AmyMek @SonnieJohnson,#Islam,http://t.co/vJtyjZleeG
5711-6963-7351-5800-32,5711-6963-7351-5800-32,"Fuck Allah, the phony god of Islam and terrorism.  Outlaw  now.",racism,1,@zakirnaikirf,#Islam,
5685-6970-4995-8970-24,5685-6970-4995-8970-24,"Now if anyone in the west said that you would go balistic, but for Islam you are a pandering ass kisser.",racism,1,@KellyTurner99 @buellerishere,,
5717-7685-2995-4040-32,5717-7685-2995-4040-32,"Futhermore, Islam is based on theft. Mohammed raised his armies by giving them 4/5 of everything they stole.",racism,1,@DianH4 @rogue_allah,,
5570-3094-5472-0000-00,5570-3094-5472-0000-00,You babble like a moron while Muslims are throwing gays off buildings.,racism,1,@okieatheist @EWErickson,,
5558-1452-2628-2350-08,5558-1452-2628-2350-08,"You have to be an idiot to think that you can follow an ideology of murder, imperialism, hatred and have people like you for it",racism,1,@NNdabbour64,,
5740-0369-5139-9790-08,5740-0369-5139-9790-08,Islamophobia - Fear of this.,racism,1,@MaxBlumenthal,,http://t.co/IFRn2T77KF
5532-2858-8191-7150-08,5532-2858-8191-7150-08,I read the entire Quran.  Islam is what is wrong.,racism,1,@ameedjadallah,,
5552-0066-0439-0520-32,5552-0066-0439-0520-32,"There have been 22,000 Islamic terrorist attacks since 9/11.",racism,1,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch,,
5544-1528-6988-7100-16,5544-1528-6988-7100-16,I choose to define it by the Quran and it's followers.  And most are extremists.,racism,1,@adoomieforlyf @Shaffrazz,,http://t.co/6iB4yH5y78
5754-8118-8552-3310-08,5754-8118-8552-3310-08,Only an idiot that doesn't history would say that.You have never studied the barbarity of the Muslims during that entire time,racism,1,@harmlesstree2,,
5647-9692-9536-5690-24,5647-9692-9536-5690-24,Most of Mohammed's 17 military expeditions were offensive.,racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
4899-3863-6956-1349-76,4899-3863-6956-1349-76,SANTA JUST *IS* WHITE,racism,1,@MisfitInChains @oldgfatherclock @venereveritas13,,
5523-0880-1228-2590-08,5523-0880-1228-2590-08,RT : The Jihad of Words:how words in Islam are twisted to deceive the Kafir,racism,1,@IronmanL1,,http://t.co/aFcgWBrqAM
5642-0859-5873-4360-32,5642-0859-5873-4360-32,Scum bag ISIS supporters will say anything to justify their barbaric behavior.,racism,1,@PeoplesReport @AlterNet,,
5525-3564-6196-4940-16,5525-3564-6196-4940-16,"RT : . Most stupid comment. Hitler wasn't religious, that's a Muslim lie. Truth is Hitler admired Muslims  @…",racism,1,@riwired @HillaryGuess @VileIslam,,
5663-9702-0550-6190-08,5663-9702-0550-6190-08,"So if you are against slavery, you cannot be a Muslim. So why are you crying about slavery when the Quran approves it?",racism,1,@discerningmumin,,
5552-1247-8565-8720-00,5552-1247-8565-8720-00,Tell it to the Islamofascists.,racism,1,@IAmThe1Teacher,,
5752-9739-0762-0090-24,5752-9739-0762-0090-24,The English &amp; Israel were really thinking ahead when they sent Baghdadi to all those Islamic religious schools.,racism,1,@loveconcursall @ottomanland,,
5722-5235-8043-8240-00,5722-5235-8043-8240-00,"As expected, when the terrorist group Hamas won the election in Gaza it was the usual one man, one vote, one time, Islamist election.",racism,1,,#Islam,
5709-5836-2218-6190-08,5709-5836-2218-6190-08,Daesh followers of the pedophile prophet Mohammed and the terrorist Allah are dying in their rage and in their thousands.,racism,1,@EuklidProof,,
5572-7121-5169-9989-76,5572-7121-5169-9989-76,"But there are very few of those. On the other hand, 2/3 of Muslims want barbaric Sharia.",racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
5602-1084-1316-7740-16,5602-1084-1316-7740-16,Could that be because Islam declared war on humanity 1400 years ago?,racism,1,@AbuYigitAlCahrz @LeonardoMaxwel1,,http://t.co/xZjOzUQnZx
5704-3826-2063-4360-32,5704-3826-2063-4360-32,"Karen Armstrong is a liar that tries to whitewash the inherent violence, hatred and bigotry of Islam and its prophet.",racism,1,@wahab19493312,,
5603-1518-2740-5459-84,5603-1518-2740-5459-84,"No Muslim land has ever lived under anything but tyrants, dummy.",racism,1,@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija,,
5682-7343-8902-6119-68,5682-7343-8902-6119-68,"The example of Mohammed gives us a man who owned slaves, raped women, beheaded 600 Jews in one day.",racism,1,@UmarFarooq_ @FaheemHus @jackmjenkins,,
5664-9633-5390-4579-84,5664-9633-5390-4579-84,"Islam is a slave religion, both for it's followers and for the people it enslaves, and for the dhimmis it rules.",racism,1,@discerningmumin,,
5622-4867-2805-5320-32,5622-4867-2805-5320-32,"Then he launched a completely unprovoked attack on the Jews of Khybar, murdered many and stole their land.",racism,1,@sajid_fairooz @IsraeliRegime,,
5555-3640-1266-0080-00,5555-3640-1266-0080-00,"For example, 80% of all civilians killed in Afghanistan are killed by Taliban.",racism,1,@_enzk @SumbelinaZ @IronmanL1 @Hatewatch,,
5751-8434-7986-1820-16,5751-8434-7986-1820-16,So asshole Muslims reserve the right to act like animals and scream like women when other do it.,racism,1,@alihadi68 @MaxBlumenthal @rudoren @nytimes,,
5717-7779-4734-0920-32,5717-7779-4734-0920-32,But it really doesn't matter who the Mujahedeen animals are fighting. They have been murdering someone for 1400 years.,racism,1,@DianH4,,
5673-5170-1384-8760-32,5673-5170-1384-8760-32,RT :    Being nice 2 islam is like hugging a serial killer and thinking he will stop bur…,racism,1,@sneekinsneekout @Madasatrain69 @OZzSue @Muslim_Patrol,,
5572-8971-5603-6199-68,5572-8971-5603-6199-68,Nazis were not Christians.  Mohammed led 17 major military expeditions. Jesus led zero.,racism,1,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
5670-3768-8444-7480-32,5670-3768-8444-7480-32,Read the statistics microbrain. Look at the percentage of the worlds Muslims that want to kill apostates.,racism,1,@shehzilk @watan71969,,
5638-7623-6837-9130-24,5638-7623-6837-9130-24,"Yeah, it's called caring about human life, idiot - something a genocidal Daesh would'nt understand.",racism,1,@scamp_faridxx @AbuAlbaraaSham,,
5603-1613-4361-0229-76,5603-1613-4361-0229-76,The term Islamophobe makes as much sense as Naziophobe.,racism,1,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53,,
5764-5523-2441-3520-00,5764-5523-2441-3520-00,"themselves clearly tell you that their intentions are a bigoted, racist holy war of extermination.",racism,1,@PsychBarakat @PhilipMills8 @jncatron,,
5751-6773-9972-6040-32,5751-6773-9972-6040-32,"Like a bunch of mindless bots, Muslims repeat the same lies in exactly the same words, every day, multiple times a day.",racism,1,@NewPakistan2020,,
5696-8884-2736-7749-76,5696-8884-2736-7749-76,Daesh really go to extremes to stage their propaganda material.,racism,1,@zaidbenjamin,,
5522-6002-2130-8640-00,5522-6002-2130-8640-00,"Again, your entire concept of god corresponds to a tyrannical earthly egomaniac because you are simple and stupid.",racism,1,@ummayman90,#Islam,
5670-3740-4289-0490-24,5670-3740-4289-0490-24,99% of the time you Muslims play the victim card it's a lie and the reverse is true.,racism,1,@shehzilk @watan71969,,http://t.co/xQxxQ4wDho
5552-0180-9032-4460-16,5552-0180-9032-4460-16,The Hindus tried a pacifist approach to Islam.  The Muslims responded by murdering 80 million.,racism,1,@IAmThe1Teacher @IronmanL1 @stevecorrales80,,
5552-4353-6615-2359-68,5552-4353-6615-2359-68,Why is ISIS obsessed with beheadings? Because their terrorist prophet Mohammed had 600 men beheaded in one day.,racism,1,,#Islam,http://t.co/ZKqZuyyhjS
5758-2473-6741-0200-32,5758-2473-6741-0200-32,"It's not , it's . Sex slavery is permitted in many Muslim countries. Here is the proof.",racism,1,,#ISIS #Islam #Saudi #Iraq,http://t.co/rlwz0BqUBs
5546-7235-0361-5710-08,5546-7235-0361-5710-08,A piece at a time. Start by outlawing new Mosques and stoping Muslim immigration.,racism,1,@CamilleHughes16 @edbarber101658 @_Watch_Observe_,,
5645-9745-6420-0979-84,5645-9745-6420-0979-84,This is an idiotic study made with an objective in mind.  Terrorism is not included in the murder rate.,racism,1,@ZorazZora @zackbeauchamp,,
5662-9505-9138-4899-84,5662-9505-9138-4899-84,Not nearly to the extent that they went insane over a Mohammed cartoon.,racism,1,@WithTrish @JRehling,,
5634-6694-4280-4080-00,5634-6694-4280-4080-00,The Quran clearly and explicitly declared war on all humanity 1400 years ago.  So humanity must declare war on Islam.,racism,1,@oni_keji @TheAtlantic,,
5749-1664-9020-6000-00,5749-1664-9020-6000-00,Here is the Quran stating that the witness of a woman is worth half that of a man.,racism,1,@biebervalue @greenlinerzjm,#Islam,http://t.co/qlZFV7ZXkJ
5749-8583-4778-0750-08,5749-8583-4778-0750-08,"Two verses and we can agree that Islam tells women to stay home, cover up, obey your husband, right?",racism,1,@AMohedin,,
5634-6356-5504-2830-08,5634-6356-5504-2830-08,Funny how defenders of Islam like to bring up the crusades. But the Muslim crusaders were attacking Christianity first.,racism,1,@PatVPeters,,
5539-4384-1607-5239-68,5539-4384-1607-5239-68,That's like saying that my freedom is limited if I'm not allowed to kill you.,racism,1,@CamilleHughes16 @_Watch_Observe_,,
5746-8451-9342-6940-16,5746-8451-9342-6940-16,"Islamolunatics have conducted 21,000 terrorist attacks since 9/11",racism,1,@BDSSupporter @tummala82 @Clashoftherats @YusufPeaceful @IndyVoices @CUFI,,
5644-5348-7790-9159-68,5644-5348-7790-9159-68,"Any achievements by Jews in Spain was despite Islam, not because of it.",racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5739-4782-6662-6049-92,5739-4782-6662-6049-92,"The Sahara and the Arabian peninsula are different places, microbrain.",racism,1,@tti1947,,
5670-1145-5321-3909-76,5670-1145-5321-3909-76,"The Muslims think that lying is the greatest of all virtues, after genocide.",racism,1,@watan71969 @s_rsantorini630 @pari_passu,,
5662-9550-9413-8179-84,5662-9550-9413-8179-84,"You can stop the ""one Muslim"" nonsense. Look at what the Muslims tell the pollsters.",racism,1,@WithTrish @JRehling,,http://t.co/wUrZen3W1p
5673-8017-7454-2520-32,5673-8017-7454-2520-32,RT :     Turks won't bomb isis because isis kill Christians,racism,1,@swagd0ctor @VileIslam @TRobinsonNewEra @OZzSue @BBCNews,,http://t.co/HotvEOhXtz
5551-4614-5849-0160-00,5551-4614-5849-0160-00,Stupid comment. ISIS is sponsored by Islam and they behave exactly like the terrorist prophet Mohammed.,racism,1,@G_Abdulazeez,,
5649-9108-2887-2620-16,5649-9108-2887-2620-16,"RT : Good for Labour and now Tory's! Encouraging immigrants to enrich us, making the UK a better, freer, nicer place!",racism,1,@pperrin,,http://t.co/7…
5603-1232-3080-8510-08,5603-1232-3080-8510-08,ISIS practices genocide because the prophet Mohammed practiced it.,racism,1,@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj,,
5551-9723-4426-7040-00,5551-9723-4426-7040-00,Another guilt feeling fool.  Islam attacked and conquered 2/3 of Christianity before crusades.,racism,1,@stevecorrales80 @IronmanL1 @IAmThe1Teacher,,
5594-0903-7809-1640-32,5594-0903-7809-1640-32,What's to understand. The Daesh have passed a law that people cannot leave Raqqa or Mosul because they are sewers of terror.,racism,1,@LifeInKhilafah,,
5755-4799-8106-7059-84,5755-4799-8106-7059-84,"Mohammed owned slaves, Jesus did not.  Mohammed robbed caravans. Jesus did not.",racism,1,@pNibbler @AlterNet @MaxBlumenthal,,
5681-1093-0266-9520-00,5681-1093-0266-9520-00,The drivel is correct. ISIS behaves exactly as the prophet Mohammed behaved.,racism,1,@UmarFarooq_,,
5620-5396-2132-4880-00,5620-5396-2132-4880-00,Why would anyone loan money to Greece when they can be 99.9% certain it will never be paid back.,racism,1,,,
5517-9676-8623-4360-32,5517-9676-8623-4360-32,It seems that Allah sits around all day obsessing about women's hands and faces showing.  I guess idiots need a god on their level.,racism,1,,#Islam,
