formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5712-7658-3379-6080-00,5712-7658-3379-6080-00,Not concerned w/ equal here...,sexism,1.0,@LeoKikiLady89,,http://t.co/7DOkGSR8lG
5678-5850-0648-4730-24,5678-5850-0648-4730-24,"RT : You could think of the worst possible idea ever, and it's still wouldn't be as bad as this one.",sexism,1.0,@thisonesakillaa,,http://t.co/hWPbTLjnS4
5723-6073-8213-3760-00,5723-6073-8213-3760-00,"""Do you think the other teams are going to pick on the pretty girls tonight?""  Are there some other girls coming to dinner?",sexism,1.0,,#MKR,
4895-1534-0976-5009-92,4895-1534-0976-5009-92,"RT : Not sexist, but Thor, the God of Thunder, has been a man since the middle ages.  What's next, a movie about a female Jesus…",sexism,1.0,@GlennEHeath,,
5640-9547-2118-5550-08,5640-9547-2118-5550-08,"If they had any shame or self awareness, sure...",sexism,1.0,@Anthony3291,,
5655-2265-7635-2380-16,5655-2265-7635-2380-16,Saw this this morning...,sexism,1.0,@dgbattaglia,,http://t.co/9YUwOuZugw
5232-2413-7645-7109-76,5232-2413-7645-7109-76,RT  I'm not sexist but I never want to have a daughter cause even girls know how girls are.,sexism,1.0,@831SNEAKS,,
4206-3305-3317-1690-24,4206-3305-3317-1690-24,"RT : Call me sexist, but if you're watchin Bachelor over the Nat.Championship just proves you're not a sports fan no matter whose…",sexism,1.0,@Po0le_Boy,,
4775-3511-2142-1310-08,4775-3511-2142-1310-08,"No brain, no concussion!  Not sexist but girls should be allowed in football shows only if they have brains.",sexism,1.0,@CFCFanatic,,
5141-7147-0851-7440-00,5141-7147-0851-7440-00,"MALE OPINION PRESENTED AS FACT ALERT  Call me sexist, but there has never been a funny woman stand up comedian",sexism,1.0,@snwojcik,,
5755-9602-5731-1539-84,5755-9602-5731-1539-84,Has anyone else wondered if Kat has recently escaped the psych ward? 😳😳😳,sexism,1.0,,#mkr2015 #mkr,
5659-8514-0930-0110-08,5659-8514-0930-0110-08,Feminism.,sexism,1.0,@justcurious5432 @JustLaurenB,,
4511-5953-2408-7989-76,4511-5953-2408-7989-76,RT  I'm not sexist but i hate watching women play sports.,sexism,1.0,@Joey_Vital,,
4405-5464-4553-4739-84,4405-5464-4553-4739-84,"OH SHIT HE WAS THE ONE  You can call me sexist if you want, but if you can't cook you become less attractive.",sexism,1.0,@King0me,,
4144-6808-3659-4520-32,4144-6808-3659-4520-32,RT  Evan Fornier needs to grow some facial hair because he looks like he belongs in the WNBA.,sexism,1.0,@mrdangdang,#womanly #notsexist #justtruthful,
5723-3035-8877-7900-16,5723-3035-8877-7900-16,"""its gonna be elegant and beautiful just like us"" lol nah",sexism,1.0,,#MKR #katieandnikki,
5640-3603-5399-5290-24,5640-3603-5399-5290-24,". Like, if  really just hated women, why bother with GG?  Need NO permission to hate. They could just hate/play games.",sexism,1.0,@BlackOpal80,#GamerGate,
5757-8738-0889-6819-84,5757-8738-0889-6819-84,"RT : Revenge porn is evil, but can see many potential problems with Twitter policies on removal",sexism,1.0,@brian_carnell,,http://t.co/0bO7JAp1OP
5723-4912-0003-7560-32,5723-4912-0003-7560-32,A 3 . . . suck on that whores,sexism,1.0,,#MKR,
5643-0496-7566-3690-24,5643-0496-7566-3690-24,Ahem...,sexism,1.0,@Fullerarty,,http://t.co/Xdi7cMJHBo
4214-7423-3328-6110-08,4214-7423-3328-6110-08,"RT :  if I was sexist my retort would be, ""make me a sandwich"", but as I'm not ill just forget about y'all in…",sexism,1.0,@robertosamalia @YesYoureSexist,,
5638-8113-3474-3489-92,5638-8113-3474-3489-92,"So, no issue with her doing the very thing she decries, then?",sexism,1.0,@DrJoanBeckwith,,
5001-1710-7833-8599-68,5001-1710-7833-8599-68,RT  I'm not sexist but i cant fall asleep if a females driving unless I'm on a xan,sexism,1.0,@Riqo_live,,
4409-0850-4979-6199-68,4409-0850-4979-6199-68,"YOUR WIT HATH BLINDED ME   Damn you made a page all about it, daddy never loved you huh?",sexism,1.0,@TheRealTempus @YesYoureSexist,,
4301-1418-0117-4339-84,4301-1418-0117-4339-84,RT  I'm not sexist but I can not stand women commentators,sexism,1.0,@pauleldridge2,,
4941-6521-3529-5349-76,4941-6521-3529-5349-76,"RT  Now I'm not sexist, and fully believe and support the idea of gender equality, but some women really cannot drive.",sexism,1.0,@J_Birt94,,
3950-0999-4506-0019-84,3950-0999-4506-0019-84,RT  I'm not sexist but I believe women should hold themselves to a different standard as guys. Like how they carry themselves..,sexism,1.0,@DatDudeDamon,,
5633-0773-8403-7050-24,5633-0773-8403-7050-24,My Twitter account is hilarious. But I cannot take credit. The mind numbingly moronic feminist hypocrites deserve the credit.,sexism,1.0,@LMargolez,,
5119-2320-4563-4149-76,5119-2320-4563-4149-76,"RT : Call me sexist all you want, but from stories/seeing this kind of stuff go down, women as a whole need to change how they co…",sexism,1.0,@Bohagan81,,
3950-1075-2488-0179-84,3950-1075-2488-0179-84,"RT  You can call me sexist or whatever, but there's just something bout women drivers that bug me",sexism,1.0,@littlebrinks2,,
5635-7148-0928-4810-24,5635-7148-0928-4810-24,Conversely  is a good guy and egalitarian.,sexism,1.0,@aussielung @Shermertron,,
5755-9692-1638-7520-00,5755-9692-1638-7520-00,"Omg. Its okay girls!!! Don't stop cooking!!    everybody!!! Ill be here all year xx
M A D A M",sexism,1.0,,#killerblondes #mkr #goodnight,
5756-6431-5627-2170-24,5756-6431-5627-2170-24,RT : Women’s Studies: Learn how to tell other women they should study something other than women’s studies RT :,sexism,1.0,@AsheSchow @Eliah_R,,http://t.…
4021-6637-0474-7950-08,4021-6637-0474-7950-08,RT :  I'm not sexist but I hate hearing the female football sports casters. Idk why,sexism,1.0,@RHoward617 @RossBarnes9,,
3840-4309-7996-2840-32,3840-4309-7996-2840-32,What a waste of fossil fuels to publish that tweet.  call me sexist but guys &gt; girls,sexism,1.0,@SOFFETUS,,
4010-1018-0545-9950-08,4010-1018-0545-9950-08,RT  I'm not sexist whatsoever BUT I CANT STAND hearing a chicks voice on sports talk radio.,sexism,1.0,@Stopp12,,
5723-4408-3017-9370-24,5723-4408-3017-9370-24,R u fucking kidding - catwalk - all that's missing is a pole,sexism,1.0,,#mkr,
5723-3223-5619-0860-16,5723-3223-5619-0860-16,You've just proved that you are two blondes with fucked up faces!!,sexism,1.0,,#MKR,
5723-3508-7468-9539-84,5723-3508-7468-9539-84,two 7's? BE FKED they must've swallowed! Perhaps even offered up anal.😜,sexism,1.0,,#MKR #killerblondes,
5203-7968-5554-1020-16,5203-7968-5554-1020-16,RT  I'm not sexist but an all-female Ghostbusters is going to be just awful,sexism,1.0,@Lewis__Duncan,,
5102-5457-2309-5939-84,5102-5457-2309-5939-84,RT  I'm not sexist.. But women drivers are terrible.,sexism,1.0,@rinehart33,,
4801-5539-8758-8869-76,4801-5539-8758-8869-76,RT  I'm not sexist or against women it's just a girl should never rap,sexism,1.0,@_sopko,,
5759-5362-8399-3379-84,5759-5362-8399-3379-84,"Kat ""I feel like I'm in a dream"" ...yeah you are a dreamer with absolutely no cooking ability",sexism,1.0,,#mkr,
5304-3507-8137-3189-76,5304-3507-8137-3189-76,Because it's so appropriate for school!  I'm not sexist but I die laughing when dudes in class make sexists jokes,sexism,1.0,@Whack_,,
5702-1482-3767-7610-24,5702-1482-3767-7610-24,Please answer...,sexism,1.0,@thegeek_chick,,http://t.co/mNh301bayI
4079-9392-2497-9459-84,4079-9392-2497-9459-84,im not sexist r anything but i really dont feel comfortable having a female BARBER cut my hair ever again,sexism,1.0,@TJBernasky,,http://t.co/hBBh4lcCqs
5718-9782-8253-0490-24,5718-9782-8253-0490-24,""": Why is  a thing? learn what something means before you are against it"" Et tu?",sexism,1.0,@nethercott_eden,#WomenAgainstFeminism,http://t.co/Evsre0f1Rd
5590-9502-8145-1930-24,5590-9502-8145-1930-24,"RT  Call me sexist or whatever the hell you wanna say, but I still believe it's the mans job to propose (except they lesbians)",sexism,1.0,@whoisLuese,,
5678-9558-6713-7969-92,5678-9558-6713-7969-92,"Ahem...as a Pens fan, I can appreciate a system that rewards a well executed ""rebuild"" so...uh, yeah.",sexism,1.0,@shaner38,,
5759-5676-0210-4929-92,5759-5676-0210-4929-92,I wonder who slept on this in tent?   Celine - I'm talking to you.,sexism,1.0,,#Burp #mkr,http://t.co/TZL1beY3sX
4605-2529-2931-3829-76,4605-2529-2931-3829-76,RT  I'm not sexist but I hate when women are the analyst or play by play person. they have no idea what they talking about,sexism,1.0,@Mr_LayedBak,,
5723-4043-7802-8609-92,5723-4043-7802-8609-92,RT : Who was responsible for convincing these girls they were so pretty?,sexism,1.0,@fee_bee_63,#MKR,
5575-8748-8395-3790-08,5575-8748-8395-3790-08,RT  I'm not sexist but I just cannot stand this fucking hardened feminist wankers,sexism,1.0,@AlexNew93,,
5041-0664-6663-3479-68,5041-0664-6663-3479-68,"RT : I said ""we got raped"" in a video today and the white knights came out in force. Guess it is time to dust off the ban hammer an…",sexism,1.0,@Drift0r,,
3993-5256-9924-8419-84,3993-5256-9924-8419-84,RT  I'm not sexist but hearing a group of drunk females trying to do the yaya/kolo toure chant feels wrong,sexism,1.0,@nathancharman,,
5667-1205-1280-9120-00,5667-1205-1280-9120-00,"You, too.",sexism,1.0,@AmarinaW,,
5602-9916-3200-8149-76,5602-9916-3200-8149-76,". You won't answer, like most feminists, because the answer exposes your OPPOSITION to .  You fool only yourselves...",sexism,1.0,@aamattyhealy,#equality,
5723-5028-5697-3029-76,5723-5028-5697-3029-76,RT : Fucking rigged - r u kidding they didn't even make a mediocre meal - there was no sass - they just being kept for ratings - …,sexism,1.0,@trish2295,,
5623-1869-7688-4860-16,5623-1869-7688-4860-16,"RT :   Exactly. Dont preach ideologies u want to force the masses to endorse, when feminist themselves cant …",sexism,1.0,@KeepItGulley @BROBEARINDY @MT8_9,,
5723-3357-8056-4209-92,5723-3357-8056-4209-92,The models that Supre rejected,sexism,1.0,,#mkr,
5634-4245-0900-2099-84,5634-4245-0900-2099-84,An enemy of  is good enough for me...F/F,sexism,1.0,@Mora_Fornelli @clementine_ford,,
4301-1539-9103-8320-00,4301-1539-9103-8320-00,"That's the definition of sexism???  Call me sexist, I just feel men &amp; women have their appropriate roles in life",sexism,1.0,@CepedaAriana,,
5723-4903-8873-3260-16,5723-4903-8873-3260-16,"You in the red dress . . . No, just no! ANd you in the pink si not much better.",sexism,1.0,,#MKR,
5755-9656-1318-5880-32,5755-9656-1318-5880-32,Tonight on Nikki knows....how to be eliminated on,sexism,1.0,,#mkr,
5702-6974-1744-5870-08,5702-6974-1744-5870-08,RT : Did you know that men are 4x more likely to  for compensation and job perks?,sexism,1.0,@IvyExec,#negotiate #equalpay,
5755-9722-8405-9569-92,5755-9722-8405-9569-92,"RT : It's either Katie and Nikki or Kat and Andre to go, so as viewers we cannot lose. Or win.",sexism,1.0,@benpobjie,#MKR,
4444-6305-7033-3840-00,4444-6305-7033-3840-00,"RT :  look guy, every man has look at a woman's ass at one point or another I his life.",sexism,1.0,@nikeenan @YesYoureSexist,,
5755-9558-7980-0380-16,5755-9558-7980-0380-16,I think Kat has done a pretty good job of humiliating herself already,sexism,1.0,,#mkr,
5723-1851-9464-8659-84,5723-1851-9464-8659-84,"""It's Katie and Nikki to a T. In that it's trashy and cheap.""",sexism,1.0,,#MKR,
5641-5209-1094-9660-16,5641-5209-1094-9660-16,". Patriarchy is a myth, so the system has no push back &amp; feminists use chivalry &amp; benevolent sexism masterfully to own ends.",sexism,1.0,@ListenToRaisin,,
5635-7899-9885-2999-68,5635-7899-9885-2999-68,"Based on need, not gender?",sexism,1.0,@Shermertron @aussielung,,
4188-2495-2767-2140-16,4188-2495-2767-2140-16,RT  I'm not sexist for my opinion on women drivers.. I've just experienced it plenty of times.,sexism,1.0,@GNSL_22,,
3975-7614-5572-3480-32,3975-7614-5572-3480-32,"Whut  Btw Im no Sexist, I jus mean same woman barking in da office, is same one kneeling or submitting in da bedroom..!",sexism,1.0,@RebeL_BLacC,,
5723-3315-9733-3299-84,5723-3315-9733-3299-84,Whatever product these promo girls are promoting I don't want it.,sexism,1.0,,#killerblondes #MKR,
3837-3098-2513-1680-00,3837-3098-2513-1680-00,"The sexist litmus test is if you call out a lvl 2 sexist comment &amp; the dood comes back with lvl 10 guns ablazing, ""pussy"" &amp; ""cunt"" &amp; ""bitch""",sexism,1.0,,,
5723-2912-0689-8650-24,5723-2912-0689-8650-24,"RT : The ""promo girls"" should be on cigarette packets smiling then everyone would quit",sexism,1.0,@exposerealitytv,#mkr,
5631-5677-8750-5749-76,5631-5677-8750-5749-76,Wrong and wrong.,sexism,1.0,@kmx1974,,
5755-9651-9522-3329-92,5755-9651-9522-3329-92,Watch the camera pan in on Cunt face,sexism,1.0,,#mkr,
4195-8609-5060-2300-16,4195-8609-5060-2300-16,RT  I am not sexist. But i am becoming one when i am driving.,sexism,1.0,@elya_halim,,
4597-8927-8151-6019-84,4597-8927-8151-6019-84,So many people must want to be your friend!  Sent a mass snapchat of my laundry asking only women to fold it.,sexism,1.0,@faded_A_wray420,#NotSexist,
4144-6974-3911-7639-68,4144-6974-3911-7639-68,RT  Call me sexist but I don't trust woman drivers .. Or atleast the woman in my family,sexism,1.0,@D_Copee,,
4725-6617-2244-6640-00,4725-6617-2244-6640-00,RT :    feminists can suck my dick with their pinky in the air,sexism,1.0,@breez_15 @JakeDandrea_ @AnthonySammarco @YesYoureSexist,#classy,
5723-3605-1907-2600-32,5723-3605-1907-2600-32,"Those bitchin, big-noting  babes need to fall into an oven, cook better or shut the fuck up.",sexism,1.0,,#MKR,
4823-5754-9199-4129-92,4823-5754-9199-4129-92,RT :  not my fault people feed stereotypes. For example my sister... She's been in multiple accidents,sexism,1.0,@theeaglesfan005 @Kbeelrsreiyen,,
5669-5760-6191-6570-24,5669-5760-6191-6570-24,Just a troll.,sexism,1.0,@BSKlein69,,
5723-3527-4866-2949-76,5723-3527-4866-2949-76,I've kind of missed Annie's batshit crazy weirdness,sexism,1.0,,#mkr,
5635-8837-3064-2080-00,5635-8837-3064-2080-00,Can you explain why this is wrong?,sexism,1.0,@amberhasalamb,,http://t.co/pTkwk45P9P
5759-5716-1878-0940-16,5759-5716-1878-0940-16,Kat is a sociopath,sexism,1.0,,#mkr,
3840-4299-0798-2460-16,3840-4299-0798-2460-16,"RT :  as men i dont think we should ever be envious of other men, i find that to be a feminine trait  lots of …",sexism,1.0,@selbyndondo @Sir_MK_,#nosexist,
5283-0283-4757-1690-24,5283-0283-4757-1690-24,RT : Why do they get a Truck after winning the superbowl but just a interview from bitchy Erin Andrews when u win the world s…,sexism,1.0,@BrettPorter55,,
5695-7726-9980-5859-84,5695-7726-9980-5859-84,. Seen it before.  Thanks.  It is amusing.  Most women are undermined by low expectations.  That is the result.  Whining only.,sexism,1.0,@Wateronatrain,,
3819-8951-3691-5290-24,3819-8951-3691-5290-24,RT : The mine is no place for a woman to work... Call me sexist but a woman as a rock driller is not practical.,sexism,1.0,@Yandiisa_,,
5645-7687-7151-7930-24,5645-7687-7151-7930-24,Can you explain the wage gap?  What does the often cited 23% figure reference?,sexism,1.0,@boxedariel,,
5755-9719-4616-5489-92,5755-9719-4616-5489-92,"RT : but, there is still the dolly magazine model competition once a year girls.",sexism,1.0,@EloisePeace,#mkr,
4210-3872-1316-5809-92,4210-3872-1316-5809-92,RT  I'm not sexist but there's not a single women's sport I can stand to sit through,sexism,1.0,@asher_budd,,
5391-7667-4785-3820-16,5391-7667-4785-3820-16,RT : I'm NOT  but this  did a better job of cleaning my car than any    RT,sexism,1.0,@MrSteThompson,#sexist #woman #man #handcarwash #norwich,http://t.co/D…
4210-3957-8858-7989-76,4210-3957-8858-7989-76,"RT  I don't care if people call me sexist, I don't find female comedians funny",sexism,1.0,@ben_sulley,,
5714-8958-0265-8240-00,5714-8958-0265-8240-00,Do the IS cunts think they can stop air strikes by hiding behind captive civilians and crying about their deaths?,sexism,1.0,@uygaraktas,,
5086-6860-4972-5600-00,5086-6860-4972-5600-00,RT  I'm not sexist but women's sport on my sky sports news app or twitter feed boils my blood,sexism,1.0,@McGorrigan,,
5450-4701-2073-1690-24,5450-4701-2073-1690-24,"RT  Am not sexist but feminists don't half milk the ""men are all the same"" bollocks",sexism,1.0,@harrysteanson,,
5723-3145-4992-0030-08,5723-3145-4992-0030-08,"RT : Nicki explains the complexities of catwalk modelling: ""You have to place one foot in front of the other"".",sexism,1.0,@finicalgal,#MKR,
5756-9317-4632-5420-16,5756-9317-4632-5420-16,"RT : guys who sell drugs get more girls than guys with degrees, but that says more about women than men ☕️🐸",sexism,1.0,@TheMeninism,,
5723-3358-5698-5660-16,5723-3358-5698-5660-16,I'd score the bimbos a 2 for their instant restaurant just because their personalities suck,sexism,1.0,,#Mkr,
5723-3626-0963-9379-84,5723-3626-0963-9379-84,Aww I was looking forward to Ash and Camilla butting heads with the promo girls. The drama would've been great,sexism,1.0,,#mkr,
5759-5206-1868-5600-00,5759-5206-1868-5600-00,"Kat is busy warming up her crack pipe over the BBQ , stand clear",sexism,1.0,,#mkr #crazybitch,
4834-0087-5402-9900-16,4834-0087-5402-9900-16,RT :  the Belgium blonde near the end was a great spot,sexism,1.0,@PatrickMurphy75 @TeamSkyNick,,
5759-4810-8531-5280-00,5759-4810-8531-5280-00,Kat's not a morning person. Or a midday person. Or an afternoon person. Or an evening person. Wait. Is she even a person??,sexism,1.0,,#mkr #MKR2015,
5638-6406-3642-6979-84,5638-6406-3642-6979-84,.  Well...I'd bet on the latter...,sexism,1.0,@zBruceey @scarmichael18,,http://t.co/QA6MYr4Wdw
4990-2752-4333-3509-76,4990-2752-4333-3509-76,RT : Im not sexist but the day that the marine corps makes infantry open to women &amp;/or we get a female Commadant is the day I…,sexism,1.0,@cristoBALLIN_,,
5648-2460-5353-7260-16,5648-2460-5353-7260-16,.   Literally asking YOU to explain what you know the 23% figure represents. What does it compare?,sexism,1.0,@Mich_McConnell @Cerebrawl80 @TamedInsanity,,
